Respondent's ID,Gender,Age Group,Highest Qualifications,Employment Status,Income Level,Country,Q1,Q2a,Q2b,Q2c,Q2d,Q2e,Q3a,Q3b,Q3c,Q3d,Q3e,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6a,Q6b,Q6c,Q6d,Q6e
371,Male,15-20,Diploma,Employed,$20k-$44K,Bahamas,Website,Yes,Yes,No,No,Yes,Dissatisfied,Dissatisfied,Highly satisfied,Dissatisfied,Highly satisfied,Satisfied,Highly satisfied,Neutral,Highly satisfied,Satisfied,Dissatisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,10,10,9,9
372,Male,35-40,Certificate,Employed,$150K-$199K,Indonesia,Website,Yes,Yes,Yes,Yes,Yes,Dissatisfied,Satisfied,Neutral,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Dissatisfied,Highly dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,Trainer's feedback through comments,8,7,9,7,10
373,Female,35-40,Diploma,Employed,$20k-$44K,India,Website,Yes,Yes,Yes,Yes,Yes,Dissatisfied,Highly dissatisfied,Highly satisfied,Highly dissatisfied,Satisfied,Neutral,Highly satisfied,Dissatisfied,Satisfied,Neutral,Highly dissatisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,7,9,8,7
374,Female,31-34,PHD,Employed,$20k-$44K,United States,Through Ads,Yes,Yes,No,No,Yes,Neutral,Highly dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Satisfied,Highly dissatisfied,Dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,8,10,7,10,7
375,Female,25-30,Diploma,Employed,$20k-$44K,Chile,Through Ads,Yes,Yes,No,Yes,Yes,Dissatisfied,Highly satisfied,Dissatisfied,Neutral,Highly dissatisfied,Satisfied,Neutral,Highly satisfied,Highly satisfied,Dissatisfied,Satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,8,8,9,8,7
376,Male,25-30,Diploma,Student,Less than $20K,Sweden,LinkedIn,Yes,Yes,No,Yes,Yes,Satisfied,Highly dissatisfied,Highly satisfied,Neutral,Neutral,Highly satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,7,8,9,7,6
377,Female,25-30,Degree,Employed,Less than $20K,South Africa,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Neutral,Dissatisfied,Highly dissatisfied,Dissatisfied,Neutral,Highly satisfied,Neutral,Neutral,Dissatisfied,Highly dissatisfied,Highly dissatisfied,Quizzes & Solutions,,,Tableau project examples,,,10,7,9,8,2
378,Female,35-40,Degree,Un-employed,Less than $20K,Finland,Newsletter,Yes,Yes,No,No,Yes,Highly satisfied,Neutral,Highly satisfied,Neutral,Highly dissatisfied,Dissatisfied,Satisfied,Highly satisfied,Satisfied,Highly dissatisfied,Highly satisfied,Neutral,,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,9,8,10,7,8
379,Female,21-24,Master's Degree,Self-employed,Less than $20K,United Kingdom,Facebook,Yes,Yes,No,Yes,Yes,Dissatisfied,Highly satisfied,Satisfied,Highly dissatisfied,Highly satisfied,Dissatisfied,Satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Dissatisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,9,7,6
380,Male,15-20,Certificate,Employed,Less than $20K,South Africa,LinkedIn,Yes,Yes,Yes,Yes,Yes,Dissatisfied,Highly dissatisfied,Satisfied,Dissatisfied,Highly satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Highly dissatisfied,Dissatisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,9,9,9,7,9
381,Male,35-40,PHD,Self-employed,$150K-$199K,France,Website,Yes,Yes,Yes,Yes,Yes,Satisfied,Highly satisfied,Highly satisfied,Neutral,Neutral,Dissatisfied,Satisfied,Dissatisfied,Highly satisfied,Neutral,Satisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,9,8,9,9,7
382,Female,35-40,Certificate,Self-employed,Less than $20K,United States,LinkedIn,Yes,Yes,No,Yes,Yes,Dissatisfied,Dissatisfied,Dissatisfied,Highly dissatisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Highly satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,7,9,9,10,4
383,Male,25-30,Master's Degree,Self-employed,$20k-$44K,Australia,Referred by a friend,Yes,Yes,No,Yes,Yes,Satisfied,Neutral,Neutral,Neutral,Highly dissatisfied,Highly satisfied,Highly satisfied,Highly satisfied,Neutral,Neutral,Neutral,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,7,8,8,8,4
384,Male,25-30,Master's Degree,Self-employed,$20k-$44K,Philippines,Newsletter,Yes,Yes,Yes,No,Yes,Satisfied,Neutral,Satisfied,Highly dissatisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Dissatisfied,Neutral,Quizzes & Solutions,,,Tableau project examples,Normal class discussions,,9,9,9,7,7
385,Female,31-34,PHD,Student,Less than $20K,Brazil,LinkedIn,Yes,Yes,No,No,Yes,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Highly satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,9,8,7,7,3
386,Male,25-30,Degree,Employed,$45K-$139K,Thailand,Newsletter,Yes,Yes,Yes,No,Yes,Highly dissatisfied,Dissatisfied,Highly satisfied,Highly satisfied,Highly dissatisfied,Highly satisfied,Neutral,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Satisfied,Quizzes & Solutions,,,Tableau project examples,Normal class discussions,,9,9,8,9,2
387,Female,41+,Master's Degree,Un-employed,Less than $20K,Australia,Facebook,Yes,Yes,Yes,Yes,Yes,Dissatisfied,Neutral,Highly satisfied,Neutral,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Neutral,Highly dissatisfied,Highly dissatisfied,,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,9,9,9,7,10
388,Female,21-24,Degree,Un-employed,Less than $20K,Portugal,Facebook,Yes,Yes,Yes,No,Yes,Dissatisfied,Highly satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Satisfied,Highly dissatisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,9,9,9,7,2
389,Female,41+,PHD,Employed,Less than $20K,Greece,Website,Yes,Yes,No,Yes,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Highly dissatisfied,Dissatisfied,Highly satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Highly satisfied,Highly dissatisfied,,,Weekly online calls,Tableau project examples,,,9,9,9,9,4
390,Female,21-24,PHD,Un-employed,Less than $20K,Sweden,Facebook,Yes,Yes,Yes,No,Yes,Highly dissatisfied,Satisfied,Highly satisfied,Highly dissatisfied,Neutral,Satisfied,Highly satisfied,Neutral,Dissatisfied,Highly satisfied,Highly dissatisfied,Dissatisfied,Quizzes & Solutions,,,Tableau project examples,Normal class discussions,,9,10,9,7,3
391,Female,31-34,PHD,Un-employed,Less than $20K,Poland,Facebook,Yes,Yes,Yes,No,Yes,Highly dissatisfied,Neutral,Highly satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Highly satisfied,Satisfied,Neutral,Dissatisfied,Highly dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,8,7,9,7,10
392,Male,41+,Diploma,Employed,$45K-$139K,Slovenia,Newsletter,Yes,Yes,Yes,No,Yes,Highly satisfied,Dissatisfied,Highly satisfied,Highly dissatisfied,Satisfied,Neutral,Highly satisfied,Dissatisfied,Satisfied,Highly dissatisfied,Highly satisfied,Highly dissatisfied,,,Weekly online calls,Tableau project examples,Normal class discussions,,8,9,9,8,10
393,Female,35-40,Degree,Employed,$20k-$44K,Philippines,Facebook,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Highly satisfied,Neutral,Dissatisfied,Highly satisfied,Satisfied,Highly dissatisfied,Highly satisfied,Dissatisfied,Highly satisfied,Satisfied,,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,9,9,10,8,10
394,Male,25-30,Degree,Student,Less than $20K,Czech Republic,Newsletter,Yes,Yes,Yes,No,Yes,Highly satisfied,Neutral,Highly satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,8,9,5,9,10
395,Male,25-30,PHD,Student,Less than $20K,France,Through Ads,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Neutral,Neutral,Neutral,Highly satisfied,Dissatisfied,Satisfied,Highly dissatisfied,Highly satisfied,Satisfied,Dissatisfied,Dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,9,9,6,7,8
396,Male,25-30,Certificate,Employed,$20k-$44K,Australia,Newsletter,Yes,Yes,Yes,No,Yes,Neutral,Dissatisfied,Neutral,Satisfied,Highly dissatisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Dissatisfied,Dissatisfied,Highly satisfied,Quizzes & Solutions,,,Tableau project examples,,,8,9,10,7,10
397,Male,31-34,Certificate,Self-employed,Less than $20K,Brazil,Facebook,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Highly dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Highly satisfied,Dissatisfied,Neutral,Highly dissatisfied,Satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,,Tableau project examples,Normal class discussions,,9,9,8,7,10
398,Female,21-24,Degree,Un-employed,Less than $20K,Sweden,Website,Yes,Yes,Yes,No,Yes,Neutral,Dissatisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Highly satisfied,Satisfied,Neutral,Neutral,Highly dissatisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,7,9,10,7,10
399,Male,31-34,Degree,Student,Less than $20K,United Kingdom,Through Ads,Yes,Yes,Yes,No,Yes,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly dissatisfied,Satisfied,Neutral,Highly satisfied,Dissatisfied,Highly satisfied,Dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,9,9,9,7,10
400,Male,25-30,PHD,Employed,$20k-$44K,India,Referred by a friend,Yes,Yes,Yes,No,Yes,Dissatisfied,Highly satisfied,Highly satisfied,Satisfied,Highly dissatisfied,Satisfied,Highly satisfied,Highly dissatisfied,Highly satisfied,Dissatisfied,Neutral,Highly dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,9,10,6,7,10
401,Female,15-20,Diploma,Student,Less than $20K,India,LinkedIn,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Dissatisfied,Highly satisfied,Dissatisfied,Neutral,Highly satisfied,Highly dissatisfied,Dissatisfied,Dissatisfied,Highly satisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,7,9,9,7,10
402,Male,31-34,Certificate,Self-employed,$45K-$139K,Australia,Newsletter,Yes,Yes,Yes,Yes,Yes,Dissatisfied,Neutral,Highly satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Satisfied,Neutral,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,7,9,5,7,9
403,Female,35-40,Certificate,Un-employed,Less than $20K,Portugal,Facebook,Yes,Yes,Yes,No,Yes,Dissatisfied,Dissatisfied,Highly satisfied,Neutral,Dissatisfied,Dissatisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,,Normal class discussions,,10,7,10,7,10
404,Female,15-20,Master's Degree,Employed,Less than $20K,Philippines,LinkedIn,Yes,Yes,Yes,No,Yes,Dissatisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Satisfied,Highly dissatisfied,Neutral,Dissatisfied,Quizzes & Solutions,,,Tableau project examples,,Trainer's feedback through comments,9,9,2,10,10
405,Female,15-20,Certificate,Employed,$45K-$139K,Kenya,LinkedIn,Yes,Yes,Yes,No,Yes,Neutral,Satisfied,Neutral,Satisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Satisfied,Highly dissatisfied,Neutral,Highly dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,9,9,10,8,7
406,Male,15-20,Certificate,Student,Less than $20K,Ukraine,Through Ads,Yes,Yes,Yes,No,Yes,Neutral,Satisfied,Dissatisfied,Neutral,Highly satisfied,Highly dissatisfied,Satisfied,Neutral,Highly satisfied,Dissatisfied,Satisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,9,9,8,7,9
407,Female,15-20,PHD,Self-employed,$140K-$149K,Russia,Facebook,Yes,Yes,Yes,No,Yes,Highly satisfied,Satisfied,Neutral,Highly satisfied,Neutral,Highly dissatisfied,Satisfied,Highly dissatisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,,Tableau project examples,,Trainer's feedback through comments,7,7,8,10,10
408,Male,41+,PHD,Self-employed,Less than $20K,Portugal,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Satisfied,Highly dissatisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Satisfied,Highly dissatisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,7,9,10
409,Male,25-30,Certificate,Self-employed,Less than $20K,South Korea,Referred by a friend,Yes,Yes,Yes,Yes,Yes,Satisfied,Dissatisfied,Dissatisfied,Highly satisfied,Highly dissatisfied,Neutral,Highly satisfied,Neutral,Satisfied,Dissatisfied,Highly dissatisfied,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,8,9,5,10,8
410,Female,35-40,PHD,Employed,Less than $20K,Colombia,Newsletter,Yes,Yes,Yes,No,Yes,Dissatisfied,Satisfied,Highly satisfied,Neutral,Highly dissatisfied,Dissatisfied,Satisfied,Highly dissatisfied,Highly satisfied,Highly dissatisfied,Satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,9,9,9,10,10
411,Female,25-30,Diploma,Un-employed,Less than $20K,Philippines,Website,Yes,Yes,Yes,No,Yes,Highly dissatisfied,Neutral,Highly satisfied,Highly dissatisfied,Neutral,Highly dissatisfied,Highly satisfied,Highly dissatisfied,Neutral,Highly satisfied,Dissatisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,9,9,6,10,7
412,Female,25-30,Master's Degree,Self-employed,Less than $20K,Angola,Newsletter,Yes,Yes,Yes,Yes,Yes,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Dissatisfied,Highly satisfied,Highly satisfied,Satisfied,Highly satisfied,Highly dissatisfied,Highly dissatisfied,Highly dissatisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,8,10,10,10,10
413,Male,15-20,Master's Degree,Employed,$150K-$199K,United Kingdom,Newsletter,Yes,Yes,Yes,No,Yes,Neutral,Highly dissatisfied,Neutral,Neutral,Highly dissatisfied,Dissatisfied,Highly satisfied,Neutral,Highly satisfied,Neutral,Highly satisfied,Neutral,,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,9,9,10,10,10
414,Female,35-40,Certificate,Student,Less than $20K,United States,Referred by a friend,Yes,Yes,Yes,No,No,Satisfied,Neutral,Highly satisfied,Neutral,Satisfied,Satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Dissatisfied,Satisfied,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,10,7,7,10,7
415,Male,25-30,Degree,Self-employed,$20k-$44K,Poland,Facebook,Yes,Yes,Yes,Yes,No,Neutral,Neutral,Satisfied,Highly dissatisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Satisfied,Neutral,Highly dissatisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,9,9,6,10,10
416,Female,35-40,Diploma,Un-employed,Less than $20K,Iraq,LinkedIn,Yes,Yes,Yes,No,No,Highly dissatisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Highly satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,7,9,2,7,10
417,Male,25-30,Certificate,Student,Less than $20K,Azerbaijan,LinkedIn,Yes,Yes,Yes,Yes,No,Dissatisfied,Neutral,Highly satisfied,Satisfied,Satisfied,Dissatisfied,Highly satisfied,Dissatisfied,Highly satisfied,Highly dissatisfied,Highly satisfied,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,7,9,7,10,2
418,Male,21-24,Diploma,Student,Less than $20K,Hungary,Through Ads,Yes,Yes,Yes,No,No,Satisfied,Highly dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,Neutral,Highly satisfied,Highly satisfied,Satisfied,Highly dissatisfied,,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,9,9,6,10,7
419,Male,31-34,PHD,Un-employed,Less than $20K,Sweden,Referred by a friend,Yes,Yes,Yes,No,No,Dissatisfied,Highly satisfied,Satisfied,Dissatisfied,Highly satisfied,Satisfied,Neutral,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,9,8,2,10,1
420,Female,41+,PHD,Employed,$20k-$44K,Portugal,LinkedIn,Yes,Yes,Yes,No,Yes,Highly dissatisfied,Highly satisfied,Dissatisfied,Neutral,Highly satisfied,Neutral,Satisfied,Highly satisfied,Dissatisfied,Neutral,Satisfied,Satisfied,,,Weekly online calls,Tableau project examples,,Trainer's feedback through comments,7,10,3,7,2
421,Male,15-20,Degree,Student,Less than $20K,Portugal,Website,Yes,Yes,Yes,No,Yes,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Neutral,Neutral,Highly satisfied,Dissatisfied,Satisfied,Highly satisfied,Dissatisfied,Neutral,,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,2,9,6
422,Male,21-24,Degree,Employed,$20k-$44K,United States,LinkedIn,Yes,Yes,Yes,No,No,Neutral,Satisfied,Highly satisfied,Satisfied,Dissatisfied,Dissatisfied,Highly satisfied,Neutral,Neutral,Highly satisfied,Satisfied,Satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,Trainer's feedback through comments,9,9,4,7,2
423,Female,21-24,Degree,Student,Less than $20K,Kenya,Referred by a friend,Yes,Yes,Yes,Yes,No,Highly satisfied,Highly satisfied,Highly satisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,9,9,5,10,10
424,Female,31-34,PHD,Un-employed,Less than $20K,Uganda,Through Ads,Yes,Yes,Yes,Yes,Yes,Dissatisfied,Neutral,Highly satisfied,Highly satisfied,Highly satisfied,Dissatisfied,Dissatisfied,Highly dissatisfied,Highly satisfied,Dissatisfied,Highly satisfied,Satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,10,9,2,10,4
425,Female,15-20,PHD,Self-employed,$200K+,Czech Republic,Newsletter,Yes,Yes,Yes,Yes,Yes,Satisfied,Dissatisfied,Satisfied,Highly satisfied,Highly satisfied,Satisfied,Dissatisfied,Highly dissatisfied,Highly satisfied,Satisfied,Satisfied,Highly dissatisfied,Quizzes & Solutions,Mock Exam,,Tableau project examples,Normal class discussions,,9,9,3,10,3
426,Female,25-30,Master's Degree,Un-employed,Less than $20K,Sweden,Facebook,Yes,Yes,Yes,No,No,Satisfied,Dissatisfied,Highly satisfied,Neutral,Satisfied,Dissatisfied,Highly satisfied,Dissatisfied,Highly satisfied,Neutral,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,9,9,1,8,2
427,Female,15-20,PHD,Student,Less than $20K,Czech Republic,Through Ads,Yes,Yes,Yes,Yes,No,Satisfied,Dissatisfied,Dissatisfied,Highly dissatisfied,Neutral,Dissatisfied,Neutral,Highly dissatisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,Trainer's feedback through comments,9,9,10,10,3
428,Female,41+,Master's Degree,Employed,Less than $20K,Belarus,LinkedIn,Yes,Yes,Yes,No,Yes,Dissatisfied,Highly dissatisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Dissatisfied,Highly satisfied,Dissatisfied,Highly satisfied,Dissatisfied,Highly dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,9,2,6,10,8
429,Female,31-34,Certificate,Self-employed,$150K-$199K,United Kingdom,Through Ads,Yes,Yes,Yes,No,No,Highly dissatisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,9,4,5,8,4
430,Male,25-30,Diploma,Student,Less than $20K,United States,Referred by a friend,Yes,Yes,Yes,No,Yes,Neutral,Highly satisfied,Neutral,Neutral,Satisfied,Highly dissatisfied,Satisfied,Satisfied,Highly satisfied,Neutral,Highly dissatisfied,Neutral,Quizzes & Solutions,,Weekly online calls,Tableau project examples,Normal class discussions,,9,3,8,10,7
431,Female,21-24,Master's Degree,Employed,$20k-$44K,Brazil,Website,Yes,Yes,Yes,Yes,No,Highly dissatisfied,Highly dissatisfied,Neutral,Highly dissatisfied,Satisfied,Dissatisfied,Satisfied,Neutral,Satisfied,Highly dissatisfied,Dissatisfied,Dissatisfied,,Mock Exam,Weekly online calls,Tableau project examples,,Trainer's feedback through comments,4,4,8,8,10
432,Male,41+,PHD,Employed,Less than $20K,United States,Facebook,Yes,Yes,Yes,No,No,Satisfied,Satisfied,Highly satisfied,Satisfied,Satisfied,Highly satisfied,Dissatisfied,Highly dissatisfied,Dissatisfied,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,,,,6,9,7,10,4
433,Female,41+,Degree,Student,Less than $20K,Indonesia,Facebook,Yes,Yes,Yes,Yes,No,Neutral,Neutral,Highly satisfied,Highly satisfied,Highly dissatisfied,Satisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,,,Tableau project examples,,,6,8,7,10,9
434,Male,25-30,Degree,Student,Less than $20K,Denmark,Newsletter,Yes,Yes,Yes,No,Yes,Highly satisfied,Neutral,Neutral,Satisfied,Neutral,Highly dissatisfied,Dissatisfied,Satisfied,Satisfied,Highly dissatisfied,Neutral,Neutral,Quizzes & Solutions,Mock Exam,,Tableau project examples,,,9,2,9,10,1
435,Male,31-34,Diploma,Employed,$45K-$139K,France,Website,Yes,Yes,Yes,No,Yes,Satisfied,Highly dissatisfied,Highly dissatisfied,Highly dissatisfied,Dissatisfied,Highly dissatisfied,Highly satisfied,Highly dissatisfied,Satisfied,Highly satisfied,Satisfied,Highly satisfied,Quizzes & Solutions,,Weekly online calls,Tableau project examples,,,6,10,9,9,5
436,Female,21-24,Degree,Student,Less than $20K,United Kingdom,Newsletter,Yes,No,No,No,No,Neutral,Highly dissatisfied,Highly satisfied,Highly dissatisfied,Dissatisfied,Highly dissatisfied,Highly dissatisfied,Highly dissatisfied,Satisfied,Satisfied,Dissatisfied,Highly satisfied,Quizzes & Solutions,Mock Exam,Weekly online calls,Tableau project examples,,,10,7,5,10,4
437,Female,25-30,Diploma,Student,Less than $20K,Japan,Website,Yes,No,Yes,No,No,Neutral,Highly satisfied,Highly dissatisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Highly satisfied,Dissatisfied,Satisfied,Highly satisfied,Highly satisfied,,Mock Exam,Weekly online calls,Tableau project examples,,,10,3,4,6,6
438,Female,21-24,Degree,Un-employed,Less than $20K,China,Website,Yes,Yes,No,Yes,Yes,Neutral,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Highly satisfied,Highly dissatisfied,Satisfied,,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,7,7,7,10,10
439,Female,31-34,Diploma,Employed,$20k-$44K,United Kingdom,Newsletter,Yes,No,No,Yes,No,Dissatisfied,Satisfied,Dissatisfied,Highly dissatisfied,Dissatisfied,Highly dissatisfied,Neutral,Satisfied,Satisfied,Highly dissatisfied,Neutral,Highly satisfied,,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,9,2,4,9,7
440,Female,41+,Diploma,Un-employed,Less than $20K,Panama,Newsletter,Yes,Yes,Yes,No,Yes,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Highly dissatisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,Highly satisfied,,Mock Exam,,Tableau project examples,Normal class discussions,,10,3,7,1,7
441,Female,25-30,Diploma,Self-employed,$45K-$139K,United Kingdom,LinkedIn,Yes,Yes,No,No,Yes,Satisfied,Satisfied,Dissatisfied,Highly satisfied,Neutral,Highly dissatisfied,Satisfied,Dissatisfied,Highly satisfied,Dissatisfied,Satisfied,Satisfied,Quizzes & Solutions,Mock Exam,,Tableau project examples,Normal class discussions,,9,4,10,5,2
442,Female,15-20,Diploma,Employed,$45K-$139K,Australia,Website,Yes,Yes,Yes,No,Yes,Dissatisfied,Neutral,Dissatisfied,Neutral,Satisfied,Neutral,Dissatisfied,Satisfied,Neutral,Highly dissatisfied,Satisfied,Neutral,,Mock Exam,Weekly online calls,Tableau project examples,Normal class discussions,,9,10,5,3,8
443,Male,35-40,Diploma,Student,Less than $20K,Czech Republic,Facebook,Yes,Yes,No,Yes,No,Neutral,Satisfied,Neutral,Dissatisfied,Highly satisfied,Highly satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Highly dissatisfied,,,Weekly online calls,Tableau project examples,,,10,1,1,2,1
